targetid,source_id,ra,dec,n_epochs,delta_rv,S,S_robust,S_min_loo,chi2_constant,chi2_pvalue,d_max,passed_hardening
39627854375289428,,0.0,0.0,3,28.746464738305363,0.0,0.0,0.0,0.27120573018267125,0.8731893376076472,0.6475014441267564,False
39627836444644602,,0.0,0.0,3,20.510546249069492,13.235998507599556,0.0,0.0,178.19165649317765,0.0,21.83595669926267,False
39627902874029934,,0.0,0.0,4,24.825166101627133,13.312389231554459,4.468720246657658,4.468720246657658,181.21970705240713,0.0,14.462023988290188,False
2781069195608064,,0.0,0.0,3,40.26739276428971,1.593548607442824,0.0,0.0,5.539397164282963,0.06268089503622598,2.9341045475428493,False
39627908888658558,,0.0,0.0,5,67.75539048290945,6.35145436224907,4.214140419484276,4.214140419484276,45.340972515732744,3.3770702900781657e-09,5.011919324678726,False
39627896846815558,,0.0,0.0,3,67.85664446334698,0.0,0.0,0.0,1.3448829930480004,0.5104607669553192,0.8982471280660854,False
39627890819600311,,0.0,0.0,5,24.728559791960834,1.9233135695823604,0.7042446513707202,0.7042446513707202,8.699135086939641,0.06907573146303714,2.263200882780647,False
39627854614366474,,0.0,0.0,5,71.03472508712863,110.5649194619702,78.77373125029956,78.77373125029956,12229.601415631958,0.0,82.06882102217958,True
39627860645776959,,0.0,0.0,3,21.862146465460725,0.8132918582105779,0.0,0.0,3.6614436466316147,0.1602978193017799,2.238732285862784,False
39627854601785934,,0.0,0.0,7,27.389477960089494,3.61625303855611,2.4120905794555285,2.4120905794555285,20.077286038866298,0.0026830186567892156,3.126580652725736,False
39627902886611904,,0.0,0.0,5,48.82385023294698,10.43628392157026,6.444378610219948,6.444378610219948,113.91602209162592,0.0,8.941413047285675,True
39627806044329577,,0.0,0.0,4,115.15341697525562,0.49179080770901473,0.0,0.0,4.241858198547085,0.23650435660818792,2.0618480285402216,False
39627974718261996,,0.0,0.0,3,21.789042681759156,1.2542822624757815,0.0,0.0,4.573223993961365,0.10161013478612668,2.260084173673713,False
39627872482105271,,0.0,0.0,3,20.072942254601543,2.4355283441479783,0.0,0.0,8.931798315148193,0.011494355874949846,3.030944832847771,False
2781069044613126,,0.0,0.0,3,34.748292458342334,1.7614873873611825,0.0,0.0,6.102837815832524,0.047291774089729954,2.580996620405819,False
2781069145276427,,0.0,0.0,3,21.31279036348667,0.0,0.0,0.0,2.524229516534815,0.2830548006343945,1.8486107696589629,False
39627842257945892,,0.0,0.0,5,32.64309564188157,0.0,0.0,0.0,3.895450048263993,0.42034001758338724,2.0520484719656094,False
39627842249560293,,0.0,0.0,4,118.51343324745908,1.6775292765529186,0.0,0.0,6.814104473692159,0.07806494103952766,2.8240839343422546,False
39627884561695500,,0.0,0.0,4,38.37016916544463,0.0,0.0,0.0,2.4885942867582793,0.4773558780975239,1.8301304719848375,False
2781129090269184,,0.0,0.0,3,24.287594387611875,1.7492456410956574,0.0,0.0,6.059860312892157,0.048319012779792,2.505801749098309,False
2781135079735313,,0.0,0.0,3,95.17502524540728,1.312057163554681,0.0,0.0,4.721494000435155,0.09434971760615518,2.1224321733173226,False
39627962756105892,,0.0,0.0,3,35.73225404504138,20.142752729929295,1.5288915449078695,1.5288915449078695,408.73048753907403,0.0,25.96867306875459,False
39627878568039515,,0.0,0.0,4,68.86809955877591,1.7377288137473061,0.0,0.0,7.01970143012762,0.07127246493539463,2.428979746099107,False
39627794161864249,,0.0,0.0,4,20.197267375620918,0.7113644085331352,0.0,0.0,4.506039321727697,0.2117522258307878,1.8566494181886422,False
39627842446690582,,0.0,0.0,3,33.00002612864553,6.772092705228823,0.0,0.0,48.86123960821343,2.4542368137758785e-11,7.315787194219668,False
39627842438303976,,0.0,0.0,3,20.540777750975483,31.497795491717714,9.965537322716893,9.965537322716893,995.1111208380728,0.0,39.37433350492377,True
39627938752105603,,0.0,0.0,3,29.271610265526107,2.317363944904314,0.0,0.0,8.370175653142486,0.01522086908646747,4.362373469975115,False
39627944766737268,,0.0,0.0,4,27.316940128229156,4.15168726620206,0.0,0.0,21.236507156344334,9.401610518766645e-05,5.886339547513187,False
2781111084122123,,0.0,0.0,3,55.46159516154569,0.0,0.0,0.0,1.5809880607886113,0.45362063753411863,1.223246751082066,False
39627950760396800,,0.0,0.0,3,22.06948043257303,0.0,0.0,0.0,2.9263205674689874,0.23150350070496184,1.8514601969340378,False
39627950764592232,,0.0,0.0,4,209.93285368139712,92.91667901864716,0.0,0.0,8637.509239854304,0.0,192.4969938836507,False
2781117098754053,,0.0,0.0,3,41.57775161499015,0.18865316433488163,0.0,0.0,3.035590016413564,0.21919467694640116,2.135962655523301,False
2781063193559043,,0.0,0.0,3,26.246336241463396,1.4217922403096501,0.0,0.0,5.021493174604734,0.08120758804891082,2.578176536232355,False
39627890832180863,,0.0,0.0,4,24.312788444950638,15.110484735819227,11.149495844037054,11.149495844037054,232.32674895142588,0.0,12.845969366734069,True
39627902882417940,,0.0,0.0,3,24.128695393526645,1.25614224047193,0.0,0.0,4.57789332829784,0.10137318564679709,3.2946348395824723,False
39627896855200924,,0.0,0.0,5,31.038542488950746,2.668537069073203,0.0,0.0,12.1210900890178,0.0164731615647713,3.021039215826898,False
39627890832180623,,0.0,0.0,3,20.153298740419586,0.8722679771868862,0.0,0.0,3.7608514240257023,0.15252516014086626,3.5013361074728953,False
39627896825841789,,0.0,0.0,4,86.84025800166268,2.095344819598083,0.0,0.0,8.390469913016524,0.038594904073233516,3.2635585778812497,False
2781063155810311,,0.0,0.0,4,34.01645725319001,1.3714703717332994,0.0,0.0,5.880930980542274,0.1175490991488134,2.429738409504917,False
2781069170442250,,0.0,0.0,3,21.53908746967722,0.6572479638606309,0.0,0.0,3.431974885998945,0.17978610450430788,1.9909670952503475,False
2781069178830868,,0.0,0.0,3,39.22296870556939,3.119379520945384,1.154868070221121,1.154868070221121,12.730528595693455,0.0017202867312302583,3.6580925469843386,False
39627878505123996,,0.0,0.0,3,46.847057236177264,3.5025684263235344,0.0,0.0,15.26798558107852,0.00048372558240672436,4.239788379964029,False
39627890567941496,,0.0,0.0,3,32.26201583171521,12.69611556786489,4.0814202965667645,4.0814202965667645,164.1913505125812,0.0,16.13034109282229,False
2781087243698183,,0.0,0.0,3,63.670271653046086,2.5479882263070284,0.8298627139241134,0.8298627139241134,9.492244001399238,0.00868531161113939,3.51190373529911,False
39627938953430100,,0.0,0.0,3,42.05211445510207,29.283207062766646,0.0,0.0,860.5062158808664,0.0,40.24640719408945,False
39627854400457071,,0.0,0.0,5,53.82889065251152,30.34451922031812,22.513940147574466,22.513940147574466,925.7898467122557,0.0,26.166153174787645,True
2803047214350336,,0.0,0.0,3,50.65471322453767,14.990800686392506,0.0,0.0,227.72410521914603,0.0,19.414389408998368,False
39627890643439096,,0.0,0.0,3,63.242214089716995,19.871791247612585,0.0,0.0,397.8880873886921,0.0,21.802786247253362,False
39627890651826904,,0.0,0.0,3,20.318910418606606,0.0,0.0,0.0,1.8877534187633782,0.38911641632352434,1.507195969948396,False
39627878400266402,,0.0,0.0,3,172.721866102462,18.78793152885702,0.0,0.0,355.98637113301965,0.0,45.566204305888995,False
2781057116012547,,0.0,0.0,3,21.7000255582752,0.0,0.0,0.0,1.0998693843406477,0.5769874909508395,1.1405431049768455,False
39627884758831941,,0.0,0.0,4,95.13511961086225,1.3724861779865607,0.0,0.0,5.883718308764157,0.1174066886105738,2.2846278030947382,False
